மற்றும்	and
மந்திரி	jack
அலுவலகங்கள்	offices
கேட்டார்	asked
விஞ்ஞான	scientific
காரைக்குடி	karaikudi
தாத்தா	grandfather
வருடாந்திர	yearly
வருடாந்திர	annual
சிரியா	syria
அஞ்சலி	tribute
அஞ்சலி	anjali
தாள்	paper
தாள்	sheet
தாள்	sheets
குறைக்கிறது	reduces
பாத்திரங்கள்	dishes
பெரிதாக	zoom
அயோடின்	iodine
முக்கியம்	imp
முக்கியம்	important
எதிர்பாராத	unexpected
சரித்திரம்	history
தாமே	themselves
கடினம்	rough
கடினம்	hard
கடினம்	difficult
வெடிப்பு	blast
தேநீர்	tea
அகாடமி	academy
சோனி	sony
தேடும்	looking
சாதிகள்	suits
மறை	hide
கோழிக்கோடு	calicut
கோழிக்கோடு	kozhikode
விரதம்	fasting
விரைவான	quick
விரைவான	fast
ஹில்	hill
தொண்டை	throat
நிர்வாகிகள்	admins
சமஸ்கிருத	sanskrit
பம்பாய்	bombay
விழும்	fall
அம்சம்	feature
மைதானம்	ground
அம்மாள்	ammal
காவியம்	epic
பாரி	barry
பாரி	pari
ராமன்	raman
பேராலயம்	cathedral
கட்டுமானம்	construction
கொல்லம்	kollam
விட்டால்	if
கவச	armored
மாறுகிறது	changing
சந்தர்ப்பங்களில்	occasions
திரவம்	fluid
திரவம்	liquid
பரிந்துரைகள்	suggestions
பரிந்துரைகள்	recommendations
குடல்	intestine
இனப்பெருக்க	breeding
இனப்பெருக்க	reproductive
சிலநேரங்களில்	sometimes
விக்டர்	viktor
விக்டர்	victor
சக்கரவர்த்தி	chakravarthi
ஒப்பீட்டளவில்	relatively
இலித்தியம்	lithium
ஜிம்	gym
ஜிம்	jim
மேளம்	melam
விரும்பவில்லை	unlike
அரேபியா	arabia
மக்னீசியம்	magnesium
புகைப்படங்கள்	photos
பேச	speak
தொடர்புடையது	relevant
தொடர்புடையது	related
தொடர்புடையது	relevance
மதிப்புகள்	values
வாசிப்பு	recital
முன்னுரிமை	priority
நீதிபதிகள்	judges
காய்	kai
கிளார்க்	clarke
கிளார்க்	clerk
கிளார்க்	clark
புனிதர்கள்	saints
புகையிலை	tobacco
நாசா	nasa
ஒருங்கிணைப்பு	integration
பறந்து	fly
பறந்து	flying
பறந்து	flown
திருத்தி	editor
ஒருவேளை	maybe
புகார்	complaint
புகார்	complaining
புகார்	complain
பிடிக்க	catch
சோழர்கள்	cholas
குறுக்கு	diagonal
குறுக்கு	cross
கடத்தல்	abduction
கடத்தல்	smuggling
கடத்தல்	kidnapping
கடத்தல்	trafficking
இராமாயணம்	ramayana
இராமாயணம்	ramayan
பயன்பாட்டை	application
பயன்பாட்டை	app
நம்பிக்கைகள்	hopes
உயர்ந்தது	highest
வள	resource
பாகவதர்	bhagavathar
இடதுசாரி	leftist
உரைகள்	texts
நுழைவு	entry
ஆஸ்திரியா	austria
கொள்ளளவு	capacity
இயற்கையாக	naturally
முஸ்லீம்	muslim
மாடு	cow
மாடு	cattle
சிறந்தது	best
மான்செஸ்டர்	manchester
பொய்	lie
பொய்	false
பொய்	lying
மோதி	modi
தூண்கள்	pillars
கினி	guinea
ஆளுமை	personality
மேலாளர்	manager
சிதைவு	decay
சிலாங்கூர்	selangor
சிறுநீர்	urine
கற்றல்	learning
பாதைகள்	paths
பாதைகள்	channels
பிளேக்	blake
பிரதிகள்	duplicates
பிரதிகள்	copies
அப்பர்	upper
முடித்த	finishing
கெவின்	kevin
கம்பி	wire
பெரியது	large
பெரியது	big
பெரியது	bigger
லெனின்	lenin
அலைவரிசை	channel
ஆலை	plant
கல்கத்தா	calcutta
மலபார்	malabar
ஒற்றுமை	unity
சாதனைகள்	achievements
சாதனைகள்	records
சமச்சீர்	symmetries
சமச்சீர்	symmetric
சமச்சீர்	symmetrical
கடைகள்	shops
கடைகள்	stores
திகில்	horror
திகில்	panic
சாஸ்திரி	shastri
வளர	grow
தலையை	head
முப்பரிமாண	perspective
பழங்குடிகள்	tribal
ரோஸ்	rose
ரோஸ்	ross
நாகர்கோவில்	nagercoil
தொலை	remote
கல்யாணம்	kalyanam
கல்யாணம்	wedding
லிட்டர்	litre
மூக்கு	nose
மூக்கு	noses
வரலாம்	maybe
யுரேனியம்	uranium
ஹிந்தி	hindi
ஹிந்தி	hints
சேனல்	channel
உயர்நிலை	advanced
காது	ear
நூலகங்கள்	libraries
புதன்	mercury
புதன்	wednesday
புதன்	wed
வாரத்தில்	week
துறவி	monk
விதிமுறைகள்	terms
ஜூனியர்	junior
ஜூனியர்	jr
கிருஷ்ணமூர்த்தி	krishnamoorthy
பட்டறை	workshop
கொடுக்கிறது	gives
கம்பன்	even
கிளைகள்	branches
எதிர்பார்க்கப்படுகிறது	expected
கத்தோலிக்கம்	catholicism
சரணாலயம்	sanctuary
விளையாடிய	played
தேவ்	dev
சீர்காழி	sirkazhi
வியாழன்	thu
வியாழன்	jupiter
வியாழன்	thursday
வார்னர்	warner
அம்பேத்கர்	ambedkar
சின்	chin
அமைதியான	quiet
அமைதியான	peaceful
சுரேஷ்	suresh
பயஸ்	pius
செயலர்	secretary
பூனை	cat
சூ	sue
சூ	zhu
சூ	soo
சூ	choo
ஒட்டு	paste
ஒட்டு	patches
கீதை	gita
கேட்	gate
கேட்	kate
கேட்	kat
தெய்வ	gods
கண்டறிதல்	detection
கண்டறிதல்	discoverable
கண்டறிதல்	discovery
கனிமங்கள்	minerals
மைக்கல்	michael
சூர்யா	surya
உலர்	dry
தீர்வுகள்	solutions
பங்கேற்கும்	participating
வேகமான	sleepy
வேகமான	speedy
பாதுகாக்கப்பட்ட	protected
தூண்	column
தூண்	pillar
பாதுகாப்பாக	secure
பாதுகாப்பாக	safe
பாதுகாப்பாக	safely
மன்னிப்பு	forgiveness
மன்னிப்பு	apology
மன்னிப்பு	apologize
நியூட்டன்	newton
பால	bala
தொழில்நுட்பங்கள்	technologies
உயிரினம்	organism
தடகள	athletic
பிரதிநிதிகள்	representatives
விளக்குகள்	lights
ஆவண	implementation
காணவும்	watch
சேர்க்கப்பட்டது	added
சதி	plot
சதி	conspiracy
அழித்து	destroy
அழித்து	ruin
வடிவமைக்கப்பட்டது	designed
நாயகி	heroin
நாயகி	heroine
வேண்டுமானாலும்	anytime
