kategória	category
muškáty	geraniums
nevyhovujúce	unsatisfactory
nevyhovujúce	substandard
nevyhovujúce	defective
zákulisí	backstage
testovaná	tested
káblové	cable
tropez	tropez
deon	deon
metanol	methanol
skryl	hid
kemp	campsite
kemp	kemp
obalené	coated
húfnice	howitzers
mandy	mandy
atticus	atticus
sportiva	sportiva
priemery	diameters
priemery	averages
nagant	nagant
bryant	bryant
orsay	orsay
krause	krause
dundalk	dundalk
walde	walde
vypúšťa	deleted
lucía	lucía
fonds	fonds
motivovaný	motivated
brožúry	brochure
brožúry	brochures
abdullah	abdullah
chorzów	chorzów
steinberg	steinberg
jud	jud
lanxess	lanxess
toxicity	toxicity
klamať	lie
lundqvist	lundqvist
dorset	dorset
nedobrovoľne	involuntarily
ultrazvuk	ultrasound
caine	caine
neuwirth	neuwirth
priesvitné	translucent
duane	duane
aragon	aragon
stíhaný	prosecuted
sauna	sauna
booker	booker
letang	letang
connecticute	connecticut
predajcov	sellers
predajcov	vendors
quaresma	quaresma
vyradených	cull
aes	aes
pesaro	pesaro
energicky	energetically
energicky	forcefully
fiumicino	fiumicino
sopron	sopron
dilema	dilemma
schreiber	schreiber
odošle	sends
dawkins	dawkins
vydržali	endured
vydržali	lasted
keats	keats
zákal	opacity
povlak	coating
aller	aller
sevastovová	sevastova
chybná	erroneous
chybná	defective
chybná	flawed
frankfurter	frankfurter
roscoe	roscoe
komplexnosť	complexity
arminius	arminius
theta	theta
amir	amir
jelcz	jelcz
odvolávať	invoked
odvolávať	invoke
slúžky	maids
zaistenia	hedges
zaistenia	reinsurance
jurek	jurek
palubách	decks
sine	sine
dedička	heiress
troska	slag
troska	wreck
bartlett	bartlett
záchranár	paramedic
záchranár	swimmer
činka	dumbbell
juris	juris
blenheim	blenheim
jochen	jochen
bridgeport	bridgeport
cest	honour
cest	honor
udrieť	strike
udrieť	hit
udrieť	punch
koloseum	colosseum
colných	tariff
hep	hep
kavala	kavala
twentieth	twentieth
túžila	longing
túžila	longed
stiftung	stiftung
neogén	neogene
transparentnosť	transparency
veľtrh	fair
kuchárka	cook
reto	reto
statius	statius
akron	akron
clerc	clerc
pôvab	charm
pôvab	grace
herceg	herceg
hostinu	feast
scola	scola
ellington	ellington
coffey	coffey
toru	toru
dýky	daggers
kompenzuje	compensates
najkratšie	shortest
jegorov	yegorov
ochsenheimer	ochsenheimer
percentuálna	percentage
kesey	kesey
manile	manila
aida	aida
laure	laure
ranč	ranch
maroons	maroons
canadensis	canadensis
smyth	smyth
nedotknuteľnosť	inviolability
sanger	sanger
baranie	mutton
rotujúce	rotating
kuchynský	kitchen
freising	freising
meškanie	delay
meškanie	delays
meškanie	delayed
rustica	rustica
angkor	angkor
aleksandra	aleksandra
líbyjské	libyan
aalborg	aalborg
sinope	sinope
luxemburskej	luxembourgish
amet	amet
freya	freya
saussure	saussure
beauregard	beauregard
menšinové	minority
meng	meng
historica	historica
hlavatý	chub
byrokracia	bureaucracy
heves	heves
zakročiť	intercede
sprievodcovia	guides
ito	ito
luger	luger
pylori	pylori
karelská	karelian
paine	paine
superskupina	supergroup
sumerov	sumerians
mobygames	mobygames
merkelová	merkel
vrin	vrin
venujem	dedicate
uppsale	uppsala
podlaska	podlaska
wehrli	wehrli
frankl	frankl
schiffermüller	schiffermüller
novell	novell
páčilo	liked
jasona	jason
póry	pores
banková	flask
banková	bank
auriol	auriol
kazateľnice	pulpit
kubota	kubota
juárez	juárez
podhale	podhale
kopra	copra
humphries	humphries
farmári	farmers
jacco	jacco
bezvodý	anhydrous
norval	norval
prispievanie	contributing
buena	buena
preukáže	demonstrates
preukáže	proves
dodržiava	respects
dodržiava	observes
dodržiava	adheres
divočine	wilderness
zástup	crowd
prokaryoty	prokaryote
pálijský	pāli
rozvrh	schedule
coubertin	coubertin
calle	calle
jaromir	jaromir
klamal	lied
olli	olli
fillmore	fillmore
redl	redl
chudý	skinny
nepresnosti	inaccuracy
nepresnosti	inaccuracies
nyc	nyc
antoninus	antoninus
annunzio	annunzio
ptp	ptp
hidetada	hidetada
gaming	gaming
príjemcu	beneficiary
príjemcu	recipient
optimalizácie	optimization
optimalizácie	optimisation
optimalizácie	optimising
lorient	lorient
crucis	crucis
karsten	karsten
dóžov	ducal
petronius	petronius
rušiť	disturb
gia	gia
atlant	atlant
reformných	reformist
veko	lid
cathy	cathy
fatálne	fatal
soprano	soprano
osvedčenia	certificates
osvedčenia	certificate
enjoy	enjoy
pleven	pleven
maliny	raspberries
maliny	raspberry
madam	madam
madam	madame
factbook	factbook
duluth	duluth
quine	quine
chamond	chamond
vizionár	visionary
pamätajte	remember
altamira	altamira
zasahovanie	interfering
zasahovanie	encroachment
zasahovanie	interference
zasahovanie	intrusion
vpd	lrt
otče	father
pollio	pollio
nani	nani
tatum	tatum
opravuje	fixes
opravuje	correcting
vytesať	sculpt
plienenie	plundering
sklamania	disappointment
sklamania	disappointments
vychovala	raised
choisy	choisy
nominálne	nominally
nominálne	nominal
bernhardt	bernhardt
obojživelné	amphibious
marinetti	marinetti
ponechá	retains
rjú	ryū
mellon	mellon
guľka	bullet
vulgare	vulgare
eddington	eddington
palmach	palmach
uznávať	recognise
giancarlo	giancarlo
citrónovej	citric
príšera	monster
barincrement	barincrement
stropov	ceilings
chadwick	chadwick
irónia	ironic
irónia	irony
portlande	portland
koblenz	koblenz
apocalyptica	apocalyptica
arthropoda	arthropoda
líca	cheek
líca	cheeks
decko	kid
humberto	humberto
poisson	poisson
kaňony	canyons
gideon	gideon
girona	girona
proso	millet
požičať	borrow
požičať	lend
skúšala	tried
mantra	mantra
vtipov	jokes
výkresy	drawings
bohatších	wealthier
neuer	neuer
tvp	tvp
pochybnosť	doubt
magnolia	magnolia
hoff	hoff
afro	afro
lilienthal	lilienthal
zraniteľnosť	vulnerabilities
zraniteľnosť	vulnerability
afričanov	africans
zotrvačník	flywheel
cirque	cirque
athanasios	athanasios
ori	ori
heinemann	heinemann
wysiwyg	wysiwyg
apicius	apicius
rochette	rochette
zdržať	abstain
zdržať	refrain
ils	ils
barragán	barragán
västerås	västerås
stit	shelters
ifaf	ifaf
naliehal	insisted
naliehal	urged
hrozne	awful
hrozne	terrible
zátarasy	roadblock
zátarasy	roadblocks
crouch	crouch
oklamať	deceive
neues	neues
lach	lach
zverejňuje	publishes
sane	sleigh
sane	sled
zverejnenia	disclosure
zverejnenia	disclosures
kóma	coma
breuer	breuer
dmt	dmt
masada	masada
patry	patry
konverzie	conversions
konverzie	conversion
teige	teige
vystavovať	exposing
veronese	veronese
uzdravenie	heal
mátyás	mátyás
orville	orville
mcqueen	mcqueen
gateshead	gateshead
kowal	kowal
poésie	poésie
katanga	katanga
cheyenne	cheyenne
sixtínska	sistine
bab	bab
signoret	signoret
fürth	fürth
nakladať	dispose
fosgén	phosgene
pohodlie	convenience
pohodlie	comfort
pohodlie	comfy
pohodlie	comfortable
korelácia	correlation
maka	maka
sanitky	ambulances
elgar	elgar
sasi	saxons
minaret	minaret
cellpadding	cellpadding
nákaza	contagion
brüggemann	brüggemann
pozvať	invite
zámienka	pretext
albertville	albertville
odpočíva	resting
letzte	letzte
dvojhlásky	diphthongs
ncis	ncis
dijkstra	dijkstra
revidovaná	revised
gatsby	gatsby
mpx	megapixel
ferdi	ferdi
oberhausen	oberhausen
povraz	rope
guanajuato	guanajuato
bosque	bosque
medellín	medellín
nostra	nostra
spracúvanie	processing
niigata	niigata
tani	tani
thrones	thrones
lesníctva	forestry
monosacharidy	monosaccharides
demontáž	dismantling
demontáž	disassembly
templi	templi
nedávna	recent
blokované	blocked
lamy	lamy
rečníka	speaker
weiß	weiß
žalobca	plaintiff
žalobca	prosecutor
balíku	bundle
inštruktorov	instructors
appia	appia
krka	krka
neviditeľná	invisible
lune	lune
grégoire	grégoire
chiao	chiao
slo	slo
brevis	brevis
vasselin	vasselin
renomé	renown
principia	principia
eskalátory	escalators
schruffová	schruff
divný	weird
káthmandu	kathmandu
leukémiu	leukemia
dovezený	imported
millerová	miller
schola	schola
nestabilita	instability
maia	maia
rsa	rsa
bouillon	bouillon
shearer	shearer
vittoria	vittoria
squamata	squamata
gorica	gorica
hasič	firefighter
hasič	fireman
lillehammer	lillehammer
melodifestivalen	melodifestivalen
darlington	darlington
mks	mks
stijl	stijl
leland	leland
pojednávania	hearings
katechizmu	catechism
ionesco	ionesco
sadol	sat
početnosti	multiplicity
pavarotti	pavarotti
marge	marge
cheryl	cheryl
pristup	access
pobil	fistfight
haase	haase
gmt	gmt
angelos	angelos
christgau	christgau
ruman	ruman
wiltshire	wiltshire
čečenská	chechen
gonzales	gonzales
napomáhať	assist
peterborough	peterborough
vukovar	vukovar
vylúčenia	exclusions
vylúčenia	exclusion
reneberg	reneberg
dolgopolov	dolgopolov
lgpl	lgpl
ergo	ergo
gaudího	gaudi
jive	jive
koper	koper
greta	greta
chartreuse	chartreuse
trey	trey
haro	harro
belli	belli
nespoľahlivé	unreliable
nespoľahlivé	unreliability
nespoľahlivé	twitchy
nespoľahlivé	unsound
ducale	ducale
guggenheim	guggenheim
helikoptéra	helicopter
fotometria	photometry
figuríny	dummy
figuríny	mannequins
figuríny	dummies
nimitz	nimitz
likvidity	liquidity
hertfordshire	hertfordshire
jokosuka	yokosuka
razby	minting
programátora	programmer
bassett	bassett
zvoní	ringing
granges	granges
avi	avi
pacino	pacino
unavení	tired
oživuje	resurrects
hayley	hayley
pla	pla
sudoku	sudoku
tallinne	tallinn
jarome	jarome
zahájenie	initiation
galea	galea
spina	spina
americana	americana
stovka	hundred
krutosti	cruelty
falconiformes	falconiformes
kokosový	cocos
mathematica	mathematica
dôstojný	dignity
dôstojný	dignified
dubium	dubium
gonzalez	gonzalez
fosforylácia	phosphorylation
savoy	savoy
overground	overground
pemzy	pumice
rodičovstvo	parenthood
rodičovstvo	parenting
maupassant	maupassant
dvojjazyčné	bilingual
werfel	werfel
kopitar	kopitar
zjavná	apparent
bolero	bolero
shout	shout
ampér	ampere
jumbo	jumbo
lebečnej	cranial
guglielmo	guglielmo
fitz	fitz
ypsilon	upsilon
pendolino	pendolino
očíslované	numbered
protézy	prostheses
kulturista	bodybuilder
vietnamských	vietnamese
šancí	chances
mattingly	mattingly
novum	novum
sachmet	sekhmet
eleven	eleven
partes	partes
bezvedomí	unconscious
škandály	scandals
kalevala	kalevala
anatol	anatol
samaras	samaras
porovnateľnú	comparable
suomen	suomen
pritiahnuť	attract
fairchild	fairchild
ležiak	lager
polohové	positional
neymar	neymar
longimanus	longimanus
močom	urinary
močom	urine
wacker	wacker
dislokované	deployable
vác	vác
götz	götz
piazzi	piazzi
wirth	wirth
kajetán	cajetan
yeats	yeats
leda	leda
donbas	donbas
erm	erm
skåne	skåne
vyplienené	ransacked
amboise	amboise
fleurs	fleurs
naplní	fills
ruben	ruben
obkľúčený	surrounded
diodóros	diodorus
audítorov	auditors
corolla	corolla
églises	églises
edirne	edirne
ostrowski	ostrowski
svadobná	wedding
overovania	verifications
pripomenul	reminded
šelf	ncs
očakávam	expecting
očakávam	expect
pepe	pepe
kokaínu	cocaine
otazka	question
jadranka	jadranka
bonneval	bonneval
prada	prada
mogadišo	mogadishu
paj	paj
sadri	sadri
piemonte	piedmont
hirasawa	hirasawa
strieškou	brims
elfriede	elfriede
sernin	sernin
suspenzia	suspension
sangallo	sangallo
goldoni	goldoni
mareuil	mareuil
posadnutosť	obsession
posadnutosť	obsessions
kubelík	kubelík
zúžená	constricted
ast	asat
ast	ast
zamorenie	infestation
vilhelm	vilhelm
kitchener	kitchener
futbalnet	futbalnet
zviazaný	tied
germanicus	germanicus
lepčenková	lepchenko
modulácie	modulation
chronickú	chronic
rokline	gorge
ams	ams
malmsteen	malmsteen
duality	duality
miercurea	miercurea
schäfer	schäfer
rybky	fish
tatárska	tartar
malone	malone
schöne	schöner
fao	fao
hangul	hangul
prezradiť	disclose
prezradiť	reveal
turdus	turdus
obchodne	commercially
koenig	koenig
kopať	kicking
kopať	dig
kopať	digging
viečka	eyelids
viečka	lids
viečka	caps
plienky	diapers
plienky	nappy
plienky	diaper
gangsta	gangsta
vilmos	vilmos
hotovosť	cash
komi	komi
lully	lully
ohniská	outbreaks
beznádejne	hopelessly
beznádejne	hopeless
misa	bowl
misa	misa
guez	guez
lindström	lindström
chet	chet
mölders	mölders
conflans	conflans
pohlad	gaze
proteázy	protease
ibook	ibook
najjasnejší	clearest
ibis	ibis
prežijú	survive
mikrofóny	microphones
mikrofóny	mikes
privat	privat
pied	pied
gazeta	gazeta
maže	deletes
nowak	nowak
vallo	vallo
arden	arden
monolitické	monolithic
vyzera	looks
jovan	jovan
jašterice	lizards
orf	orf
prevádzkovatelia	controllers
prevádzkovatelia	operators
niko	niko
žalúdočné	gastric
žalúdočné	stomach
maba	maba
zive	ziva
zamknutá	locked
harmoniku	harmonica
harmoniku	accordion
textárov	copywriter
wmap	wmap
svedčiť	testify
epa	epa
thákur	tagore
dabul	dabul
tisch	tisch
guľôčky	spheres
guľôčky	pellets
guľôčky	balls
guľôčky	beads
guľôčky	marbles
majere	majere
alkány	alkanes
albacete	albacete
kelowna	kelowna
gillian	gillian
elbert	elbert
poděbrady	poděbrady
byrokracie	bureaucracy
maeda	maeda
poza	behind
toaleta	toilet
toaleta	lavatory
toaleta	loo
flaubert	flaubert
jugend	jugend
vin	vin
conde	conde
podobenstvo	parable
bután	butane
zmeškal	missed
btw	btw
leuven	leuven
kagjü	kagyu
obmedzujúce	restrictive
obmedzujúce	limiting
pts	pts
publicitu	publicity
fréjus	fréjus
gödöllő	gödöllő
prísahou	oath
raffaello	raffaello
šíravy	immensity
fredriksson	fredriksson
karabachu	karabakh
sargon	sargon
prostredník	middleman
saulx	saulx
ney	ney
chalon	chalon
popoludnie	afternoon
stabilizátory	stabilizers
stabilizátory	stabilisers
norodom	norodom
goalzz	goalzz
psovité	canidae
predbežný	provisional
predbežný	preliminary
pomáda	grease
veneto	veneto
vinníkov	culprits
horner	horner
falšovanie	falsification
falšovanie	forgery
falšovanie	counterfeiting
incidenty	incidents
skýti	scythians
fridman	fridman
dezinfekciu	disinfecting
dezinfekciu	disinfection
mušle	mussels
mušle	clams
mušle	shells
mušle	seashells
melinda	melinda
nerovností	inequalities
afi	afi
markízy	awning
scorsese	scorsese
trópoch	tropics
ukradne	steals
optimalizované	optimised
app	app
minoris	minoris
iniesta	iniesta
tušenie	hunches
tušenie	hunch
vyložiť	unload
vyložiť	landed
latreille	latreille
renomovaných	reputable
potulky	wanderings
červov	worms
solón	solon
cabo	cabo
kabwe	kabwe
dohovorov	conventions
slater	slater
čarovné	glamorous
čarovné	magical
čarovné	enchanting
pierko	feather
mérimée	mérimée
rendez	rendez
música	música
biotechnológie	biotechnology
fyziologicky	physiologically
ashe	ashe
ulihrach	ulihrach
étang	étang
implementuje	implements
falk	falk
kapitalistickej	capitalist
mâcon	mâcon
poecile	poecile
kościuszko	kościuszko
rocksteady	rocksteady
arnhem	arnhem
basilicata	basilicata
carsten	carsten
frunze	frunze
uchádzači	bidders
uchádzači	candidates
uchádzači	applicants
dosiahnuteľný	reachable
barbarské	barbaric
barbarské	barbarous
kunsthalle	kunsthalle
bielski	bielski
kryštalizácie	crystallization
boardgamegeek	boardgamegeek
phu	phu
simonyi	simonyi
rosenthal	rosenthal
klony	clones
pohltila	engulfed
miliarda	billion
domus	domus
bludisko	maze
terorista	terrorist
hmm	hmm
svante	svante
potiahnuté	coated
ascione	ascione
pcr	pcr
ukotvené	anchored
cirrus	cirrus
burnham	burnham
triumfálne	triumphantly
hampstead	hampstead
jednoznačnú	unambiguous
noviciát	novitiate
kst	kst
stielka	insole
kamarátky	girlfriends
podobní	alike
ouche	ouche
saimaa	saimaa
ostrów	ostrów
ascoli	ascoli
otokar	otokar
newarku	newark
lilith	lilith
ludlow	ludlow
igbt	igbt
beauharnais	beauharnais
ombudsman	ombudsman
ausf	ausf
minie	misses
minie	spends
sukne	skirts
orosz	orosz
odvody	levies
odvody	deductions
odvody	levy
vizitka	card
lycoming	lycoming
štajerský	styrian
adenín	adenine
michalskej	brana
scruton	scruton
kempinski	kempinski
brita	brita
skládky	dumps
skládky	landfill
skládky	landfills
beau	beau
elie	elie
sizyfos	sisyphus
dauphine	dauphine
umrieť	die
toi	toi
overiteľné	verifiable
tlmič	silencer
tlmič	absorber
tlmič	damper
vírusovej	viral
śląski	śląski
hercýnske	variscan
cécile	cécile
gol	gol
nyukasa	nyukasa
migrantov	migrants
tat	tat
identifikovateľné	identifiable
nosferatu	nosferatu
mcbride	mcbride
chambre	chambre
pécsi	pécsi
ryder	ryder
jarrett	jarrett
lightfoot	lightfoot
republikách	republics
pretrvávali	persisted
organa	organa
alicja	alicja
podlaski	podlaski
ove	ove
cavalli	cavalli
artuš	arthur
zrážku	collision
objasnený	elucidated
výsmech	mocking
výsmech	ridicule
výsmech	mockery
umiestňovanie	placement
futuna	futuna
fata	fata
škótov	scots
výpadky	lapses
výpadky	outages
výpadky	blackouts
opustenej	abandoned
stany	tents
albano	albano
axelsson	axelsson
neúmyselné	inadvertent
neúmyselné	unintentional
mansart	mansart
tous	tous
baumgarten	baumgarten
ferro	ferro
arkansase	arkansas
gabriella	gabriella
gabriella	gabrielle
wattov	watts
primeraný	adequate
primeraný	appropriate
primeraný	reasonable
primeraný	proportionate
brera	brera
redford	redford
pyrrhos	pyrrhus
asplund	asplund
wörthersee	wörthersee
montluçon	montluçon
amis	amis
mobilitu	mobility
kotov	kotov
jasnejší	brighter
jasnejší	clearer
weasley	weasley
morvan	morvan
hermetické	hermetic
rozpúšťadla	diluent
vyčerpaná	exhausted
žiaduce	desirable
sten	sten
savard	savard
filmári	filmmakers
vitruvius	vitruvius
poučné	enlightening
poučné	instructive
zábradlia	handrails
fairfield	fairfield
arica	arica
wim	wim
banánov	bananas
zaťažené	loaded
zaťažené	burdened
zaťažené	laden
poulenc	poulenc
pitbull	pitbull
giambattista	giambattista
fortaleza	fortaleza
hraj	play
perorálne	oral
sadi	sadi
russo	russo
platforiem	platforms
sleziny	spleen
vlhký	moist
abugida	abugida
nasýtených	saturated
rovinatej	unsettled
smt	smt
nádherne	beautifully
veliki	veliki
davison	davison
kvitnutia	flowering
plato	plato
désiré	désiré
wren	wren
zamość	zamość
nikulin	nikulin
nomenklatúry	nomenclature
tulipán	tulip
backstreet	backstreet
böhmen	böhmen
rickman	rickman
nákresy	drawings
talgo	talgo
modigliani	modigliani
zamyslenie	ponder
zamyslenie	reflection
tabletu	tablet
newsted	newsted
cedar	cedar
predloží	submits
virtanen	virtanen
bereg	bereg
balkóny	balconies
dokićová	dokic
mrkva	carrot
mrkva	carrots
spotrebiteľ	consumer
rabelais	rabelais
gainsbourg	gainsbourg
komodity	commodities
komodity	commodity
vezina	vezina
arecibo	arecibo
preklep	typo
transportov	transports
kamenev	kamenev
marocký	moroccan
doložka	clause
prílev	inflow
prílev	influx
prílev	inflows
environmentálny	environmental
doručiť	delivered
doručiť	deliver
bagneux	bagneux
moro	moro
moro	moroi
pozmeniť	modify
podchod	underpass
vágner	vágner
jess	jess
adm	adm
rozvetvené	branched
mildred	mildred
brando	brando
shuffle	shuffle
remixed	remixed
osvedčené	certified
osvedčené	certificated
gregorio	gregorio
lenz	lenz
najlepsie	best
canadarm	canadarm
