категорија	category
махагони	mahogany
илан	ilan
молнар	molnár
ливи	levy
запалија	lit
микрограми	micrograms
докиќ	dokic
тотал	total
тормес	tormes
риг	rigg
мекгинис	mcguinness
породилни	birthing
пагоди	pagodas
ѓаволско	devilish
термонуклеарна	thermonuclear
јункер	junker
јункер	juncker
мејбел	mabel
австралијанецот	aussie
непријателско	unfriendly
непријателско	hostile
ерџијеспор	erciyesspor
цнет	cnet
паризјен	parisien
кеи	kei
морнингсајд	morningside
недостојни	unworthy
интерфаза	interphase
садизам	sadism
нерасположение	distemper
ласици	weasels
тошио	toshio
белуга	beluga
ибрагимов	ibragimov
осакатена	disfigured
осакатена	mutilated
осакатена	crippled
пам	pam
меѓуповрзаност	interconnectedness
порамни	align
жетони	tokens
петле	jello
бизарно	bizarre
декорираат	decorates
патерици	crutches
заводник	breeder
бригадир	brigadier
пиреа	piraeus
аскари	askari
панин	panin
имир	ymir
виулица	snowstorm
виулица	blizzard
бандит	bandit
автограм	autograph
антивирус	antivirus
алопатричка	allopatric
птичарот	birdman
срање	shit
данилов	danilov
сталинизам	stalinism
перат	launder
бригита	brigitta
фаха	vacha
дамасо	damaso
салватор	salvatore
седер	seder
епитетите	epithets
смирнов	smirnov
монкада	moncada
фернанд	fernand
марси	marcie
марси	marcy
марси	marci
време,	time,
валиум	valium
смрзнати	frozen
соботка	sobotka
предзнаење	precognitive
вулвата	vulva
бездомни	homeless
будејќи	conjuring
ентитетите	entities
бојкотира	boycotting
бојкотира	boycott
откријам	tring
лувиски	luwian
олмо	olmo
самобор	samobor
монтро	montreux
потколено	subphylum
маура	maura
прегледувач	viewer
прегледувач	browser
стејтам	statham
консултативен	consultative
неславни	inglorious
кампители	campitelli
тајминг	timing
нотинг	notting
пао	pao
ладилникот	radiator
преживеаја	survived
коцкеста	cubist
оствалд	ostwald
никомедиски	nicomedia
хини	heaney
уанкајо	huancayo
лимнологија	limnology
воткинс	watkins
абауј	abaúj
боршод	borsod
занаетчиското	artisanal
уит	uit
ципрас	tsipras
фалсификуваат	falsify
наѓкун	nagykun
глендејл	glendale
арката	ark
конкубина	concubine
избришаните	discarded
кармела	carmela
неправедна	unjust
неправедна	unfair
белина	whiteness
руланд	ruhland
аница	anica
кахетија	kakheti
довил	deauville
командоси	commandos
командоси	commando
жабар	wop
ербакан	erbakan
јове	jove
хондо	hondo
тирозин	tyrosine
диксиленд	dixieland
рпг	rpg
најевтин	cheapest
безлични	faceless
забајкалски	zabaykalsky
ануитет	annuity
тики	tiki
тики	ticky
нееластично	inflexible
препродажба	resale
величествено	magnificent
сеанси	sessions
баобаб	adansonia
додај	add
прово	provo
саботите	saturdays
франсоаз	francoise
внуче	nephew
внуче	grandchild
неизлечива	incurable
океј	okey
џорди	jordy
литосфера	lithosphere
провокативно	defiantly
кенијата	kenyatta
летувалишта	resorts
цимерка	roommate
депардје	depardieu
амброз	ambrose
сајнфелд	seinfeld
ики	iki
макбет	macbeth
багер	backhoe
генијално	genius
славеа	celebrated
белуши	belushi
макрин	macrinus
искината	ripped
искината	torn
брон	bronn
ранувајќи	wounding
амели	amelie
четиво	reading
ополе	opole
пема	pema
послужавник	platter
криењето	hiding
мобингот	mobbing
сиропиталишта	orphanages
плаќаа	payed
хрватске	hrvatske
бромли	bromley
пресвртници	milestones
откривачот	discoverer
андријанов	andrianov
шлос	schloß
монотон	monotone
христоф	christoff
дигори	diggory
сојка	mockingjay
реформистички	reformist
курц	kurtz
вива	viva
ненаселено	uninhabited
брзак	speedster
броител	numerator
марони	maroni
октај	oktay
надлактицата	humerus
сеништа	wraiths
ветеринари	veterinarians
крумлов	krumlov
сестро	sis
франкур	francoeur
карамазов	karamazov
побожните	congregations
итамар	itamar
меткалф	metcalf
мекхејл	mchale
хеморагична	hemorrhagic
стерилен	sterile
малахија	malachi
моторола	motorola
џипови	suvs
џипови	jeeps
колумнистот	columnist
ендометриоза	endometriosis
ризом	rhizome
бришам	purging
бришам	deleting
бришам	wipe
клаустрофобија	claustrophobia
зефир	zephyr
рупии	rupees
нитро	nitrous
нитро	nitro
ибер	hubert
кашмирски	kashmiri
брауново	brownian
донахју	donahue
вхф	vhf
балта	balta
ментол	menthol
ментол	minty
ментол	schmuck
ментол	mints
карно	carnot
широ	shiro
отстапија	deviated
хески	heskey
колумнисти	columnists
стромболи	stromboli
априлска	bungle
ташни	handbags
кампанела	campanella
маргинализација	marginalisation
клеветата	defamation
скејтборд	skateboard
нефункционална	dysfunctional
замаглување	clouding
манмохан	manmohan
двојство	effected
хеитинга	heitinga
испитана	explored
далматинец	dalmatians
монохроматски	monochrome
сатанизам	satanism
фрисел	frissell
лата	lata
ладо	lado
#на	#the
#на	#on
бернанке	bernanke
совето	soweto
неподготвеност	unwillingness
очоа	ochoa
ктв	ktv
широков	shirokov
локвуд	lockwood
судански	sudanese
преткомори	atria
грми	thunders
бескорисен	useless
чернова	chernova
механичари	mechanics
антарес	antares
проклет	damned
национализира	nationalized
пангеја	pangaea
мекшејн	macshane
поти	poti
извајани	sculptured
блохин	blokhin
барометар	barometer
аутистичните	autistic
белене	belene
пополнето	filled
шевалие	chevaliers
преврти	flip
