மற்றும்	and
லூபஸ்	lupus
சேவையகங்கள்	servers
காற்றோட்ட	ventilation
செனாப்	chenab
முள்ளங்கி	radish
வாகனக்	automobile
அணையை	ever
கிரான்	gran
தச்சு	carpentry
ஜூட்	zoot
ஜூட்	jude
அபேலார்டு	abelard
அர்த்தமுள்ள	meaningful
கேணி	cani
ஹாதவே	hathaway
ஃபேபியன்	fabian
ஓரியண்டல்	oriental
பயன்படுத்தப்படாத	unused
தீர்க்கதரிசி	prophet
தேஜா	teja
சுண்ணக்கல்	limestone
பேட்டரி	battery
ராதை	radha
தேய்மானம்	depreciation
குறும்பு	naughty
பிழைப்பு	survival
சோனம்	sonam
பொன்னான	precious
டால்டன்	dalton
மீனம்	pisces
ஓல்மியம்	holmium
திர்மிதி	tirmidhi
முன்ஷி	munshi
லோக	loka
இரசவாதம்	alchemy
எரு	eru
பட்நாகர்	bhatnagar
பெருங்கடல்கள்	oceans
பூசிய	gauge
பாப்டிஸ்ட்	baptist
பாப்டிஸ்ட்	baptiste
அகழ்வாராய்ச்சி	excavation
கர்னாட்	karnad
வழுக்கும்	slippery
பெக்கான்	beacon
சைப்ரஸ்	cyprus
செல்வமும்	wealth
செல்வமும்	possessions
செல்வமும்	riches
நாயகர்கள்	heroes
ஸ்வீடிஷ்	swedish
உலகமே	world
பதட்டம்	anxiety
போனி	bonnie
ராபி	robbie
ஆரி	ari
மன்றோ	monroe
பிதா	father
விசுவ	vishva
வலேரியன்	valerian
தடங்களை	tracks
லியாகத்	liaqat
பின்பற்றலாம்	imitate
கிறிஸ்டினா	christina
கிறிஸ்டினா	cristina
சுதர்சன்	sudarshan
சான்ஸ்	sans
மேகி	maggie
மேகி	maggi
ஆன்மாவை	soul
சூரிச்	zurich
விசாலமான	spacious
வெடிகுண்டுகள்	bombs
அடியெடுத்து	step
வர்க்கி	varkey
தரநிலைகளை	standards
காந்த்	kant
பிஹாரி	bihari
பேயர்ன்	bayern
தத்தல்	tag
தத்தல்	tab
பிராட்பேண்ட்	broadband
ஆஷ்	ash
வளர்த்தது	raised
வெட்டிய	chopped
அல்சைமர்	alzheimer
சிக்கன்	chicken
டெரன்ஸ்	terence
ஊடாடும்	interactive
டொனமூர்	donoughmore
எஸ்கேப்	esc
எஸ்கேப்	escape
வகுப்புத்	classmate
டியாகோ	diego
ஆச்சரியம்	surprise
குஷ்	kush
பார்க்கிறான்	sees
ஜெயில்	jail
எதிர்பார்ப்புகள்	expectations
முசாபர்பூர்	muzaffarpur
மரகத	emerald
ஈபெல்	eiffel
அகராதியியல்	lexicography
நாந்தேடு	nanded
டிமிட்ரி	dimitri
கிரிமினல்	criminal
விரும்பத்தக்கது	preferable
பஷீர்	bashir
பஷீர்	basheer
ஆஸ்திரோனீசிய	austronesian
நைனிடால்	nainital
காட்டேரி	vampire
அத்திரி	atri
கோடின்	codeine
நெட்வொர்க்கிங்	networking
நாளமில்லாச்	endocrine
#தற்போது	#now
படுக்க	lay
பணியிடம்	workplace
கடகம்	cancer
எண்ணிலடங்கா	unlimited
சிம்பொனி	symphony
நிறுவனர்கள்	founders
சந்ததியினர்	posterity
ஓரங்கள்	margins
ஓரங்கள்	borders
மேற்பூச்சு	icing
மர்பி	murphy
பிரியன்	brian
பூந்துணர்	inflorescence
பறந்தது	flew
அகோலா	akola
விருப்பமில்லை	unlikely
விருப்பமில்லை	unlike
மராட்டியர்	marathas
உயிர்க்கோளம்	biosphere
நெகிழ்வான	flexible
பேசுவதை	talking
ஒழுங்கமைவு	mediation
அகரவரிசைப்படி	alphabetically
பாகல்பூர்	bhagalpur
கீச்சான்	shrike
முஜாகிதீன்	mujahideen
டஜன்	dozens
டஜன்	dozen
ஜோய்	joey
லக்கி	lucky
நந்திதா	nandita
மனநிலையை	mood
அசவாத்	azawad
அடித்தளங்கள்	foundations
ஜாலியன்வாலா	jallianwala
தோள்பட்டை	shoulder
தெற்கிலுள்ள	situate
பேஷன்	fashion
ரபி	rabi
ரபி	rafi
துரதிர்ஷ்டவசமாக	sadly
வகுப்பறைகள்	classrooms
கோத்ரா	godhra
டூயட்	duet
தோரணம்	pattern
ஷீன்	sheen
சிலிகுரி	siliguri
சாண்டி	sandy
நல்லா	nalla
சனம்	sanam
நிறமுள்ள	coloured
ஸ்கார்லெட்	scarlett
\\}	\\}
படைப்பாளிகள்	creators
வினோபா	vinoba
ஜெசிகா	jessica
பரமேசுவரன்	parameswaran
டோரா	dora
சோபனா	shobana
பாடத்தை	lesson
அலட்சியம்	indifference
அலட்சியம்	negligence
போகிறேன்	gonna
சுப்பர்	super
பார்பர்	barber
ஜயசூரிய	jayasuriya
ஷோபா	shobha
வால்டன்	walton
ஃபிலாய்ட்	floyd
கானும்	khan
வர்ம	varma
ரன்பீர்	ranbir
ஆவலுடன்	eagerly
வந்தடைந்தனர்	arrives
தமன்னா	tamannaah
சாள்ஸ்	charles
இஞ்சின்	endgame
அணுகக்கூடிய	accessible
லான்	lan
எழுதுகோல்	pen
வியட்	viet
மிர்சாபூர்	mirzapur
இட்டெர்பியம்	ytterbium
\}	\}
குஷி	kushi
குஷி	khushi
அனஸ்தாசியுஸ்	anastasius
அட்லாண்டிஸ்	atlantis
சுலபமான	simple
குஸ்டாவ்	gustav
மலட்டுத்தன்மை	infertility
மெரில்	meryl
இலட்சத்தீவுகள்	lakshadweep
ஷாட்	shot
பிளைமவுத்	plymouth
பீஷ்ம	bhishma
தசைநாண்	tendon
ஜெகன்	jagan
காப்போம்	confidentiality
தலசீமியா	thalassemia
இடைவேளை	break
நூருல்	nurul
ஜக்	jag
ஜக்	jug
காவான்	kawan
ரீமிக்ஸ்	remix
பறைசாற்றும்	represents
அகராதியை	dictionary
கண்ணாடியை	glasses
முதுமுனைவர்	postdoctoral
மேன்சன்	manson
தவிக்கும்	rescues
மியான்	mian
சிட்	chit
அருண்டேல்	arundale
பிஜேபி	bjp
நாள்காட்டி	calendar
தோல்விக்கு	defeat
ஆதர்ஷ்	adarsh
தணிக்கையாளர்	auditor
மேல்புறம்	upper
தேறி	improving
விகாஸ்	vikas
துணைவர்	partner
துணைவர்	spouse
லஞ்சம்	bribery
ரஷியன்	russian
நித்யா	nithya
நுரை	foam
பரிஷத்	parishad
குமிழிகள்	rubber
குமிழிகள்	bubbles
நடால்	nadal
நடால்	natal
முயல்கள்	rabbits
உதயகிரி	udayagiri
கத்தரி	eggplant
சுவாரஸ்யமான	interesting
கரையாது	insoluble
பீதி	panic
காமில்	camille
சம்மன்	samman
அனந்தநாக்	anantnag
டாண்ட்டலம்	tantalum
போதிக்கும்	bodhi
சோப்	soap
தரகர்	lobbyist
பூச்சியியல்	entomology
மன்னித்து	forgive
சோசா	souza
சோசா	sosa
பாரூக்	farooq
பாரூக்	farook
அஞ்சல்கள்	messages
டிஸ்கோ	disco
சோமாலி	somali
கோணல்	queer
ராஜி	raji
கன்யா	kanya
ஏர்லைன்	airline
பணியிடத்தில்	workplace
கடற்பறவை	gull
அமர்த்தியா	amartya
சாம்ராட்	samrat
போசின்	poussin
போசான்	boson
வீலர்	wheeler
முஜிபுர்	mujibur
மாக்சிமிலியன்	maximilian
அரோரா	aurora
அரோரா	arora
தரகு	brokerage
பகிர்ந்த	shared
மகாராணா	maharana
அனிருத்	anirudh
சாகீர்	zaheer
டஃப்	duff
நலமாக	fine
முப்தி	mufti
பதேபூர்	fatehpur
அடமானங்கள்	mortgages
உருவாக்குநர்	developer
அலெக்சி	alexei
திருமணமாகாத	unmarried
பெக்கெரல்	becquerel
கத்ரீனா	katrina
டெவலப்பர்	developer
வாட்டர்சன்	watterson
ஷெல்டன்	shelton
ஷெல்டன்	sheldon
ஏரிஸ்	ares
புலே	phule
ஹஸன்	hassan
உணர்ந்தேன்	felt
தறி	loom
குறிச்சொற்கள்	keywords
கடலோரம்	seaside
மாதவ்	madhav
கரோ	caro
செங்கிஸ்	genghis
திப	tipa
தும்பி	dragonfly
பூநாரை	flamingo
சுத்திகரிக்கப்பட்ட	refined
சிங்கார	singh
வெகுமதி	reward
வடிகட்டிகள்	filters
சண்டாக்கான்	sandakan
வசனத்தை	verse
சோனா	sona
சோனா	shona
வெட்கம்	shyness
